Centroide-Centroide;Paquetá;Freguesia (Ilha);Bancários;Galeão;Tauá;Portuguesa;Moneró;Vigário Geral;Cocotá;Jardim América;Jardim Carioca;Pavuna;Cordovil;Jardim Guanabara;Parada de Lucas;Parque Colúmbia;Praia da Bandeira;Penha Circular;Cacuia;Irajá;Anchieta;Acari;Pitangueiras;Costa Barros;Brás de Pina;Penha;Zumbi;Ribeira;Coelho Neto;Guadalupe;Parque Anchieta;Barros Filho;Vista Alegre;Ricardo de Albuquerque;Colégio;Honório Gurgel;Olaria;Vila da Penha;Maré;Vila Militar;Cidade Universitária;Rocha Miranda;Ramos;Realengo;Vila Kosmos;Marechal Hermes;Vicente de Carvalho;Paciência;Engenho da Rainha;Complexo do Alemão;Vaz Lobo;Padre Miguel;Bento Ribeiro;Turiaçú;Bonsucesso;Inhaúma;Tomás Coelho;Santíssimo;Madureira;Osvaldo Cruz;Santa Cruz;Magalhães Bastos;Senador Camará;Cavalcanti;Campo dos Afonsos;Higienópolis;Manguinhos;Engenheiro Leal;Pilares;Del Castilho;Piedade;Cascadura;Vila Valqueire;Maria da Graça;Quintino Bocaiúva;Jardim Sulacap;Campinho;Abolição;Senador Vasconcelos;Cosmos;Jacarezinho;Cachambi;Praça Seca;Benfica;Engenho de Dentro;São Cristóvão;Vasco da Gama;Inhoaíba;Todos os Santos;Jacaré;Encantado;Rocha;Méier;Gamboa;Santo Cristo;Centro;Sampaio;Riachuelo;Saúde;São Francisco Xavier;Engenho Novo;Mangueira;Tanque;Taquara;Água Santa;Lins de Vasconcelos;Freguesia (Jacarepaguá);Cidade Nova;Praça da Bandeira;Vila Isabel;Maracanã;Glória;Rio Comprido;Santa Teresa;Estácio;Tijuca;Catumbi;Grajaú;Pechincha;Andaraí;Catete;Flamengo;Laranjeiras;Guaratiba;Vargem Grande;Alto da Boa Vista;Cosme Velho;Curicica;Botafogo;Urca;Cidade de Deus;Sepetiba;Anil;Jacarepaguá;Camorim;Humaitá;Gardênia Azul;Jardim Botânico;Vargem Pequena;Copacabana;Leme;Lagoa;Itanhangá;Gávea;Barra da Tijuca;Leblon;c(-43.2031639, -22.9841183);São Conrado;Rocinha;Pedra de Guaratiba;Recreio dos Bandeirantes;Vidigal;Joá;Barra de Guaratiba;Grumari;Caju;Deodoro;Lapa;Campo Grande;Bangu;Gericinó;Jabour;Vila Kennedy;Ilha de Guaratiba
Paquetá;0;17938;15875;25461;15518;16686;16911;31073;14397;33584;15701;37538;29958;16570;35158;35409;13750;28728;15299;33544;41554;34768;13069;38782;30299;30299;12089;13171;38611;38663;44509;37539;32563;42585;35185;38906;28082;31562;25029;42536;25046;36329;25865;47568;32590;41028;34556;69072;32167;30181;35629;49999;39154;37116;26015;29871;32805;57010;39487;38491;74332;44548;54356;34061;46560;27829;27353;36052;31638;29958;34623;37032;41504;30617;35769;47497;37863;33452;59561;69221;29956;31750;40347;29372;34645;29886;30654;68473;33178;30455;34044;30898;33246;33247;31636;34801;33392;32428;33250;30994;35988;30989;42476;44562;42198;36444;39262;32130;32347;32567;33166;40996;34104;35057;32827;36396;33705;36162;39897;34827;38821;41172;36449;71697;61491;45184;41186;46501;38423;41357;42635;82032;43635;45488;52200;38607;43683;39548;56317;40505;41513;38147;53115;41053;47632;40936;41820;44393;44595;77155;59236;44070;47762;71999;66813;33012;39939;34681;63373;50811;51106;53327;52377;70470
Freguesia (Ilha);19110;0;2535;14987;3439;6212;4681;20599;5081;23110;4771;27063;19484;8027;24684;24934;5792;18253;7590;23070;31080;24294;6849;28308;19825;19824;7236;8317;28136;28189;34035;27064;22088;32110;24710;28432;17607;21088;14555;32062;14571;25855;15391;37093;22116;30554;24082;58598;21692;19707;25154;39524;28680;26642;15540;19397;22330;46535;29012;28016;63858;34074;43882;23587;36085;17355;16879;25577;21164;19483;24149;26558;31029;20142;25294;37022;27388;22977;49087;58746;19481;21276;29873;18897;24171;19412;20180;57998;22704;19981;23570;20423;22772;22773;21161;24327;22918;21954;22775;20520;25514;20514;32002;34088;31723;25969;28788;21656;21873;22092;22691;30522;23630;24582;22353;25922;23231;25688;29423;24352;28346;30697;25974;61222;51016;34710;30712;36026;27949;30882;32160;71558;33160;35014;41726;28133;33209;29073;45843;30031;31038;27673;42641;30579;37158;30461;31346;33918;34121;66680;48762;33596;37288;61525;56338;22537;29464;24206;52898;40336;40632;42852;41902;59996
Bancários;16726;2554;0;12521;973;3746;2214;18133;2697;20643;2388;24597;17018;5560;22218;22468;3408;15787;5206;20603;28613;21828;4466;25842;17359;17358;4852;5934;25670;25723;31568;24598;19622;29644;22244;25965;15141;18621;12089;29595;12105;23388;12924;34627;19650;28088;21615;56131;19226;17241;22688;37058;26214;24176;13074;16931;19864;44069;26546;25550;61392;31608;41415;21120;33619;14889;14413;23111;18697;17017;21683;24091;28563;17676;22828;34556;24922;20511;46620;56280;17015;18809;27407;16431;21705;16946;17713;55532;20237;17514;21104;17957;20305;20307;18695;21861;20452;19488;20309;18053;23048;18048;29536;31622;29257;23503;26322;19190;19406;19626;20225;28056;21164;22116;19886;23456;20764;23222;26957;21886;25880;28231;23508;58756;48550;32243;28245;33560;25482;28416;29694;69092;30694;32547;39259;25666;30742;26607;43376;27564;28572;25207;40175;28112;34692;27995;28880;31452;31654;64214;46295;31130;34822;59059;53872;20071;26998;21740;50432;37870;38166;40386;39436;57530
Galeão;26375;16233;13690;0;12894;10780;12446;17454;13923;19965;12105;23918;16339;11576;21539;21790;14203;15109;13753;19925;27935;21149;13834;25163;16680;16680;14303;15431;24992;25044;30890;23920;18944;28966;21566;25287;14463;17943;11410;28917;11427;22710;12246;33949;18972;27409;20937;55453;18548;16562;22010;36380;25535;23497;12396;16252;19186;43391;25868;24872;60713;30929;40737;20442;32940;14210;13734;22433;18019;16339;21004;23413;27885;16998;22150;33878;24244;19832;45942;55602;16337;18131;26728;15753;21026;16267;17035;54854;19559;16836;20425;17279;19627;19628;18017;21182;19773;18809;19631;17375;22370;17370;28857;30943;28579;22825;25643;18511;18728;18948;19547;27377;20485;21438;19208;22777;20086;22543;26278;21208;25202;27552;22830;58078;47872;31565;27567;32882;24804;27738;29016;68413;30016;31869;38581;24988;30064;25928;42698;26886;27894;24528;39496;27434;34013;27317;28201;30774;30976;63536;45617;30451;34144;58380;53194;19393;26320;21062;49754;37192;37487;39708;38758;56851
Tauá;15718;3516;973;11740;0;2965;1434;17352;1689;19863;1363;23816;16237;4780;21437;21688;2400;15007;4198;19823;27833;21047;3457;25061;16578;16578;3844;4925;24890;24942;30788;23817;18842;28864;21464;25185;14360;17841;11308;28815;11324;22608;12144;33847;18869;27307;20835;55351;18445;16460;21908;36278;25433;23395;12294;16150;19084;43289;25766;24770;60611;30827;40635;20340;32838;14108;13632;22331;17917;16236;20902;23311;27782;16895;22048;33775;24142;19730;45840;55500;16234;18029;26626;15650;20924;16165;16933;54752;19457;16734;20323;17176;19525;19526;17914;21080;19671;18707;19529;17273;22267;17268;28755;30841;28477;22722;25541;18409;18626;18846;19444;27275;20383;21336;19106;22675;19984;22441;26176;21106;25100;27450;22728;57975;47770;31463;27465;32779;24702;27636;28913;68311;29913;31767;38479;24886;29962;25826;42596;26784;27791;24426;39394;27332;33911;27214;28099;30672;30874;63433;45515;30349;34041;58278;53092;19290;26217;20959;49652;37089;37385;39606;38655;56749
Portuguesa;17688;6079;3536;9850;2740;0;2052;15462;4155;17972;3418;21926;14346;2889;19546;19797;4866;13116;5066;17932;25942;19156;5147;23170;14688;14687;5616;6744;22999;23052;28897;21927;16951;26973;19573;23294;12470;15950;9418;26924;9434;20717;10253;31956;16979;25416;18944;53460;16555;14569;20017;34387;23543;21505;10403;14260;17193;41398;23875;22879;58720;28936;38744;18449;30948;12218;11742;20440;16026;14346;19012;21420;25892;15005;20157;31885;22251;17840;43949;53609;14344;16138;24736;13760;19034;14275;15042;52861;17566;14843;18433;15286;17634;17636;16024;19189;17780;16816;17638;15382;20377;15377;26864;28950;26586;20832;23650;16519;16735;16955;17554;25384;18492;19445;17215;20784;18093;20551;24286;19215;23209;25560;20837;56085;45879;29572;25574;30889;22811;25745;27023;66421;28023;29876;36588;22995;28071;23936;40705;24893;25901;22536;37504;25441;32021;25324;26208;28781;28983;61543;43624;28458;32151;56388;51201;17400;24327;19069;47761;35199;35495;37715;36765;54858
Moneró;17005;4900;2358;10815;1562;2040;0;16427;2976;18938;2650;22892;15312;3855;20512;20763;3687;14082;5485;18898;26908;20122;4744;24136;15653;15653;5131;6212;23965;24017;29863;22893;17917;27939;20539;24260;13436;16916;10383;27890;10400;21683;11219;32922;17944;26382;19910;54426;17521;15535;20983;35353;24508;22470;11369;15225;18159;42364;24841;23845;59686;29902;39710;19415;31914;13183;12707;21406;16992;15312;19977;22386;26858;15971;21123;32851;23217;18806;44915;54575;15310;17104;25701;14726;19999;15240;16008;53827;18532;15809;19398;16252;18600;18601;16990;20155;18746;17782;18604;16348;21342;16343;27830;29916;27552;21798;24616;17484;17701;17921;18520;26350;19458;20411;18181;21750;19059;21516;25251;20181;24175;26526;21803;57051;46845;30538;26540;31855;23777;26711;27989;67386;28989;30842;37554;23961;29037;24902;41671;25859;26867;23501;38469;26407;32986;26290;27174;29747;29949;62509;44590;29424;33116;57353;52167;18366;25293;20035;48727;36165;36460;38681;37731;55824
Vigário Geral;35120;24978;22436;21562;21640;19525;21192;0;22669;1591;20850;7633;5297;20322;5241;5457;22948;5360;22499;5486;12470;4864;22580;8878;4808;6604;23048;24176;8707;8759;14605;7635;4631;12681;6748;9002;8184;6475;14932;12632;14949;7892;9914;17664;8505;14721;10470;39168;13169;10479;11543;20095;14671;11286;11579;12249;11787;27106;12178;15520;44428;14644;24452;13044;16655;11850;14428;14575;13612;14112;16879;15663;16840;13671;17071;22648;14866;14804;29657;39317;13976;14790;17350;14392;18799;19789;17686;38569;15568;14476;18198;16091;16300;21493;20102;22911;16446;17201;21496;18069;18156;18064;17961;21633;26352;18255;23416;20597;20814;19642;19927;29470;22571;23524;21294;20232;22172;20743;20366;19432;25509;29646;24916;41793;40132;29460;26309;26156;26890;29823;26788;52128;27788;24951;30116;28510;27837;29450;34958;30408;29979;28050;33405;30956;31786;30838;31723;34296;34498;49690;37760;33973;37665;50524;45338;20087;10034;23147;33469;20906;21202;23423;22472;48995
Cocotá;14868;4004;1674;13016;1317;4241;2710;18628;0;21139;2376;25092;17513;4196;22713;22964;1550;16283;3348;21099;29109;22323;2608;26337;17854;17854;2994;4075;26166;26218;32064;25094;20118;30140;22740;26461;15636;19117;12584;30091;12601;23884;13420;35123;20145;28583;22111;56627;19722;17736;23184;37554;26709;24671;13570;17426;20360;44565;27042;26046;61887;32103;41911;21616;34114;15384;14908;23607;19193;17512;22178;24587;29059;18171;23324;35051;25418;21006;47116;56776;17510;19305;27902;16926;22200;17441;18209;56028;20733;18010;21599;18452;20801;20802;19191;22356;20947;19983;20805;18549;23543;18544;30031;32117;29753;23998;26817;19685;19902;20122;20720;28551;21659;22612;20382;23951;21260;23717;27452;22382;26376;28726;24004;59252;49046;32739;28741;34056;25978;28912;30189;69587;31190;33043;39755;26162;31238;27102;43872;28060;29068;25702;40670;28608;35187;28490;29375;31948;32150;64710;46791;31625;35317;59554;54368;20567;27493;22236;50928;38366;38661;40882;39932;58025
Jardim América;36178;26036;23494;22620;22698;20584;22250;1816;23727;0;21909;5388;6496;21380;5100;3453;24006;6967;23557;5345;11336;4723;23638;8737;6416;8211;24106;25234;8566;8618;14464;7494;4490;12540;6607;8861;9792;6736;16539;12491;15962;7751;11521;17523;10112;14580;9430;39027;12129;12086;9523;19954;14530;11145;14659;13857;10747;26965;12037;15379;44287;14503;24311;12004;16514;13457;15997;14434;12572;15719;16738;15522;16699;15278;16930;22508;14725;16785;29516;39176;15583;16398;17209;17910;18725;19990;19255;38428;15728;16083;17821;19541;17907;23062;21671;24479;18053;21072;23064;19638;19763;19632;17820;21492;24966;19862;22234;22165;22382;21210;21495;31039;24139;25092;22862;23904;23740;22350;20225;21040;27077;31214;26484;41652;39992;32820;27878;26015;28458;31392;22585;51987;24798;24810;29975;29225;25105;30166;34818;31123;31548;28765;36765;31671;29054;31554;32438;35011;35213;49550;37620;34688;38381;50383;45197;21655;9894;24716;33328;20766;21061;23282;22332;48854
Jardim Carioca;15702;5345;2257;10896;1363;2121;2523;16508;2492;19019;0;22972;15393;2287;20593;20844;3530;14163;3081;18979;26989;20203;3162;24217;15734;15734;3630;4758;24046;24098;29944;22974;17998;28020;20620;24341;13516;16997;10464;27971;10481;21764;11300;33003;18025;26463;19991;54507;17602;15616;21064;35434;24589;22551;11450;15306;18240;42445;24922;23926;59767;29983;39791;19496;31994;13264;12788;21487;17073;15392;20058;22467;26939;16052;21204;32931;23298;18886;44996;54656;15390;17185;25782;14806;20080;15321;16089;53908;18613;15890;19479;16332;18681;18682;17071;20236;18827;17863;18685;16429;21423;16424;27911;29997;27633;21878;24697;17565;17782;18002;18600;26431;19539;20492;18262;21831;19140;21597;25332;20262;24256;26606;21884;57132;46926;30619;26621;31936;23858;26792;28070;67467;29070;30923;37635;24042;29118;24982;41752;25940;26948;23582;38550;26488;33067;26370;27255;29828;30030;62590;44671;29505;33197;57434;52248;18447;25373;20116;48808;36246;36541;38762;37812;55905
Pavuna;39540;29398;26855;25981;26059;23945;25611;9162;27088;5871;25270;0;9661;24742;8265;4067;27368;11114;26918;8287;6463;5490;26999;4835;10563;12359;27468;28596;7465;8160;10361;5771;7661;9822;7077;7345;13939;9901;19352;12033;19368;7980;16771;17065;10479;12356;9659;38569;12358;16234;9752;19496;12136;9275;17823;14238;10976;26507;9962;13510;43829;14045;23853;12232;16056;16495;19162;12565;12801;14846;14869;13653;16241;16270;15060;22049;12855;13993;29058;38718;17718;16638;15340;21075;17846;23154;22420;37970;15957;18219;15952;22706;17458;26226;24835;27644;19046;19801;26229;22802;18748;22797;15950;19623;25398;19644;22463;25330;25547;24375;24660;34203;27304;28257;26027;22831;26905;23343;18356;22032;30242;34379;29649;41194;39533;32060;31042;25557;31623;34556;20716;51529;22929;20618;29517;32390;26884;33330;34359;34288;34712;31930;30105;34836;30833;34718;35603;38176;38378;49092;37162;37853;41545;49925;44738;24820;9435;27880;32870;20308;20603;22824;21874;48396
Cordovil;30214;20072;17529;16655;16733;14619;16285;4364;17762;6241;15944;10194;0;15415;7815;9054;18042;2747;17592;5859;15232;7425;17673;11439;2878;5527;18142;19270;11268;11320;17166;10196;4789;15242;9169;11563;7107;4544;10948;15193;9997;10313;7641;20225;6574;17282;8540;41729;11238;8479;9612;22656;17232;11100;8694;10250;9857;29667;14739;14180;46989;17205;27013;11113;19216;10403;10032;12291;14212;12531;17197;14324;19401;13190;18343;25210;13526;16025;32218;41878;12529;14324;16010;11945;17219;14025;13290;41130;15752;13029;16618;13576;15820;17097;15706;18514;15541;15107;17099;13673;18667;13667;16621;20293;24772;19017;21836;16201;16417;15246;15530;25074;18174;19127;16897;17939;17775;18841;22471;17506;21112;25249;20519;44354;44065;26855;21913;22302;22493;25427;25208;54689;26208;21289;32677;23260;26257;24201;38891;25158;25583;22800;30800;25706;30206;25589;26473;29046;29248;52252;41810;28723;32416;54573;49387;15690;12596;18751;36030;23468;23763;25984;25034;53044
Jardim Guanabara;15946;7540;5320;10815;4524;2899;3970;16427;3495;18938;3735;22891;15312;0;20512;20763;3774;14082;3180;18898;26908;20122;3406;24136;15653;15653;3874;5002;23965;24017;29863;22893;17917;27939;20539;24260;13436;16916;10383;27890;10400;21683;11219;32922;17944;26382;19910;54426;17520;15535;20983;35353;24508;22470;11369;15225;18159;42364;24841;23845;59686;29902;39710;19415;31913;13183;12707;21406;16992;15312;19977;22386;26858;15970;21123;32850;23217;18806;44915;54575;15310;17104;25701;14726;19999;15240;16008;53827;18532;15809;19398;16252;18600;18601;16990;20155;18746;17782;18604;16348;21342;16343;27830;29916;27552;21798;24616;17484;17701;17921;18520;26350;19458;20411;18181;21750;19059;21516;25251;20181;24175;26526;21803;57051;46845;30538;26540;31855;23777;26711;27988;67386;28989;30842;37554;23961;29037;24901;41671;25859;26867;23501;38469;26407;32986;26290;27174;29747;29949;62509;44590;29424;33116;57353;52167;18366;25292;20035;48727;36165;36460;38681;37731;55824
Parada de Lucas;31078;20936;18393;17519;17598;15483;17150;5619;18626;6980;16808;10934;3344;16280;0;9793;18906;4816;18456;8799;15971;8164;18537;12178;4690;6386;19006;20134;12007;12059;17905;10935;6601;15981;10061;12302;7967;6356;11812;15932;10861;11205;8506;20964;8678;18021;10644;42468;13226;9344;11716;23395;17971;13204;9558;11114;11960;30406;15478;16284;47728;17944;27752;13217;19956;11268;10896;14395;15076;13396;18062;16427;20140;14055;19207;25949;15630;16890;32957;42617;13394;15188;18114;12810;18084;14889;14154;41869;16616;13893;17482;14441;16684;17961;16570;19379;16406;15971;17964;14537;19532;14532;18725;22397;25636;19882;22700;17065;17282;16110;16395;25938;19039;19992;17762;18803;18640;19706;23335;18370;21976;26114;21383;45093;44929;27719;22777;24405;23358;26291;26073;55428;27073;23393;33416;24125;27121;25065;39755;26023;26447;23665;31664;26571;31070;26453;27338;29910;30113;52991;42674;29588;33280;55437;50251;16555;13335;19615;36769;24207;24502;26723;25773;53908
Parque Colúmbia;36452;26310;23767;22893;22971;20857;22524;7494;24000;3497;22182;3044;6770;21654;5374;0;24280;8223;23830;5625;8759;2789;23911;4288;7672;9468;24380;25508;6918;6979;11531;5225;4770;10900;6531;6798;11048;7010;17186;10851;16235;7434;13880;15883;8488;11810;9113;37387;11811;13342;9205;18314;11590;8729;14932;13692;10430;25325;9415;12963;42648;12864;22671;11686;14875;16641;16270;12018;12255;14299;14322;13107;15059;15724;14514;20868;12309;13447;27876;37536;18768;16091;14793;18184;17300;20263;19528;36788;15411;19267;15405;19815;16912;23335;21944;24752;18499;21345;23338;19911;18201;19906;15404;19076;24852;19098;21916;22439;22656;21484;21769;31312;24413;25365;23135;24177;24014;25079;17809;23744;27350;31488;26757;40012;38352;33093;28151;24376;28732;31665;20169;50348;22383;20072;28336;29499;26337;30439;33178;31397;31821;29039;37038;31945;30286;31827;32712;35284;35487;47910;35980;34962;38654;48743;43557;21929;8254;24989;31688;19126;19422;21642;20692;47214
Praia da Bandeira;13570;4801;2590;13311;2232;4536;3626;18923;1112;21433;3291;25387;17807;4419;23007;23258;0;16577;3571;21393;29403;22617;1310;26631;18149;18148;1696;2778;26460;26512;32358;25388;20412;30434;23034;26755;15931;19411;12879;30385;12895;24178;13714;35417;20440;28878;22405;56921;20016;18030;23478;37848;27004;24966;13864;17720;20654;44859;27336;26340;62181;32397;42205;21910;34409;15679;15202;23901;19487;17807;22473;24881;29353;18466;23618;35346;25712;21301;47410;57070;17805;19599;28196;17221;22495;17736;18503;56322;21027;18304;21894;18747;21095;21096;19485;22650;21241;20278;21099;18843;23838;18838;30326;32411;30047;24293;27112;19980;20196;20416;21015;28845;21954;22906;20676;24245;21554;24012;27746;22676;26670;29021;24298;59546;49340;33033;29035;34350;26272;29206;30484;69882;31484;33337;40049;26456;31532;27397;44166;28354;29362;25996;40965;28902;35482;28785;29669;32242;32444;65004;47085;31919;35612;59848;54662;20861;27788;22530;51222;38660;38956;41176;40226;58319
Penha Circular;29758;19616;17073;16199;16277;14163;15829;4674;17306;6530;15488;10496;2737;14959;6049;9343;17586;0;17136;5127;15534;7727;17217;11741;1491;3065;17686;18814;11570;11622;17468;10498;4058;15544;7560;11865;4645;3937;10492;15495;9541;8704;4951;20527;4966;14036;6931;42031;9630;6262;8004;22958;13235;9491;6617;8032;8248;29969;11642;12571;47291;17507;27315;9504;19518;7633;9576;10682;10073;9894;13930;12715;15558;9453;14122;21428;11917;11265;32520;42180;9759;10573;14402;9429;14582;13569;12834;41432;11350;10258;13981;11129;12083;16641;15250;18058;12229;14651;16643;13217;13939;13211;15012;18684;22134;14038;19199;15744;15961;14790;15074;24618;17718;18671;16441;17483;17319;16526;19834;15215;20656;24793;20063;44656;35911;26399;21457;20693;22037;24971;22571;54991;23571;19680;25895;22804;23620;23745;30737;24702;25127;22344;30344;25250;27569;25133;26017;28590;28792;52554;39172;28267;31960;51936;46750;15234;12897;18295;36332;23770;24065;26286;25336;50407
Cacuia;14594;7571;5003;12883;4646;4108;4826;18495;3525;21006;3123;24959;17380;3164;22580;22831;3805;16150;0;20966;28976;22190;2053;26204;17721;17721;2522;3650;26033;26085;31931;24960;19985;30007;22607;26328;15503;18984;12451;29958;12468;23751;13287;34990;20012;28450;21978;56494;19588;17603;23051;37421;26576;24538;13437;17293;20226;44432;26909;25913;61754;31970;41778;21483;33981;15251;14775;23474;19060;17380;22045;24454;28926;18038;23191;34918;25285;20873;46983;56643;17378;19172;27769;16793;22067;17308;18076;55895;20600;17877;21466;18319;20668;20669;19058;22223;20814;19850;20672;18416;23410;18410;29898;31984;29620;23866;26684;19552;19769;19989;20587;28418;21526;22479;20249;23818;21127;23584;27319;22249;26243;28593;23871;59118;48913;32606;28608;33922;25845;28778;30056;69454;31056;32910;39622;26029;31105;26969;43739;27927;28934;25569;40537;28475;35054;28357;29242;31815;32017;64576;46658;31492;35184;59421;54235;20434;27360;22102;50795;38232;38528;40749;39798;57892
Irajá;35799;25657;23114;22240;22318;20204;21870;6840;23347;5333;21529;6418;6115;21001;4721;6449;23627;5148;23178;0;11554;5427;23258;7663;4776;5647;23727;24855;7584;7643;13488;6512;1819;11564;2485;5651;7227;2435;13698;11515;15582;3629;8956;16547;4256;8961;3436;38051;6134;9521;3499;18978;8741;4987;12030;8015;4753;25989;6567;8067;43312;13528;23336;6009;15539;10272;12935;7122;6578;8622;9426;8210;11054;10047;9618;16924;7412;7770;28540;38200;11495;10415;9897;12590;11623;15446;18875;37452;9734;11996;11022;13623;11235;22682;21291;24100;12822;13578;22685;14593;12525;14588;10508;14180;19175;13421;16240;21786;22002;15114;16450;30659;23760;24712;22482;16608;23360;17120;12913;15808;26697;30835;26104;40676;31406;25836;27498;16188;28079;31012;15273;51012;20612;15176;21390;28846;20660;29786;26232;30744;31168;28386;27788;31292;24610;31174;32059;34631;34834;48574;36213;34309;38001;48977;43790;21276;8918;24336;32352;19790;20086;22306;21356;47448
Anchieta;43740;33598;31056;30182;30260;28145;29812;13362;31289;10072;29470;6941;13861;28942;12466;8267;31568;15315;31119;11601;0;9690;31200;5233;14764;16559;31668;32796;7979;3950;3648;6285;11862;3109;10391;8274;18140;13279;23552;6110;23569;10355;20971;11142;13794;8992;12973;32646;15672;20434;13066;13573;8942;10558;22024;17552;14290;20584;11450;10300;37906;8122;17930;15546;10926;19809;23362;13847;16115;18160;16151;13616;11110;19584;14650;16258;12762;16198;23135;32795;21033;19647;13826;22127;18138;27355;26620;32047;18796;21533;17234;22877;20106;30427;29036;31844;22360;23115;30429;27003;21396;26997;14920;17175;22067;20694;19395;29530;29747;24651;28860;38404;31504;32457;30227;26145;31105;26657;17326;25346;34442;38579;33849;35271;33610;35374;35243;19634;35823;38757;20614;45606;21899;18430;23594;36590;22206;37531;28437;38488;38913;36130;29075;39036;26155;38919;39803;42376;42578;43169;31239;42053;37221;44002;38816;29020;5554;32081;26947;14385;14680;16901;15951;42473
Acari;37071;26929;24387;23512;23591;21476;23143;8112;24620;6605;22801;2845;7388;22273;5993;2827;24899;8841;24450;4006;8807;0;24530;4089;8290;10086;24999;26127;4841;4895;10741;3768;5134;8817;3989;5136;11666;6370;17805;8768;16854;7217;14499;13800;8911;10857;8091;35304;10790;13960;8184;16231;10807;7419;15551;12670;9408;23242;8312;11654;40564;10780;20588;10664;12792;17261;16890;10709;11233;13278;13013;11797;12976;14702;13205;18785;11000;13060;25793;35453;16150;15070;13484;18803;15000;20882;20147;34705;15658;16651;14096;20434;16968;23954;22563;25372;17478;18233;23957;20530;18257;20525;14095;17767;21241;17556;18569;23058;23275;22103;22388;31931;25032;25985;23755;21263;24633;21775;16500;20464;27970;32107;27376;37929;36268;33712;28770;22292;29351;32284;18860;48264;21073;21088;26252;30118;21380;31058;31095;32016;32440;29658;28250;32564;25329;32446;33331;35904;36106;45827;33897;35581;39273;46660;41474;22548;6171;25608;29605;17043;17338;19559;18609;45131
Pitangueiras;13069;5677;3615;12893;3258;4118;4651;18505;2137;21015;3133;24969;17390;4001;22590;22840;1489;16159;2731;20975;28986;22200;0;26214;17731;17730;1195;2276;26042;26095;31941;24970;19994;30016;22616;26338;15513;18993;12461;29968;12477;23761;13296;34999;20022;28460;21988;56504;19598;17613;23060;37430;26586;24548;13446;17303;20236;44441;26918;25922;61764;31980;41788;21493;33991;15261;14785;23483;19070;17389;22055;24464;28935;18048;23200;34928;25294;20883;46992;56652;17387;19182;27779;16803;22077;17318;18086;55904;20609;17886;21476;18329;20677;20679;19067;22233;20824;19860;20681;18426;23420;18420;29908;31994;29629;23875;26694;19562;19778;19998;20597;28428;21536;22488;20258;23828;21136;23594;27329;22258;26252;28603;23880;59128;48922;32616;28617;33932;25855;28788;30066;69464;31066;32919;39632;26039;31114;26979;43748;27936;28944;25579;40547;28484;35064;28367;29252;31824;32027;64586;46667;31502;35194;59431;54244;20443;27370;22112;50804;38242;38538;40758;39808;57902
Costa Barros;40242;30100;27557;26683;26761;24647;26313;11284;27790;9777;25972;2748;10560;25444;9164;4683;28070;12013;27620;7407;4272;6463;27701;0;11462;13258;28170;29298;3785;3048;7576;2092;8306;7767;6198;4080;14838;9085;20976;7718;20025;6161;17670;12750;9600;9808;8780;34254;11478;14476;8872;15181;9757;6364;18722;13359;10096;22192;7256;10598;39514;9730;19538;11353;11742;15616;20060;9653;11922;13966;11958;10742;11926;15390;12149;17735;9944;12004;24743;34403;16839;15454;12429;17933;13944;24053;23318;33655;14603;17339;13041;18684;15912;27125;25734;28542;18166;18921;27128;19937;17202;19931;13039;16712;20185;16500;17514;26229;26445;20457;21794;35102;28203;29155;26925;21951;27803;22463;15444;21152;31140;35278;30547;36879;35219;31180;31941;21242;32522;35455;17804;47215;20018;20038;25203;33289;20324;34229;30045;35186;35611;32829;27194;35735;24274;35617;36502;39074;39277;44777;32847;38752;35340;45610;40424;25719;5121;28779;28555;15993;16289;18509;17559;44081
Brás de Pina;31799;21656;19114;18240;18318;16204;17870;4197;19347;6053;17529;10019;2485;17000;5572;8866;19626;1564;19177;4630;15056;7250;19258;11264;0;2809;19727;20854;11092;11145;16991;10020;3561;15066;7304;11388;4389;3315;10858;15018;11582;8448;6119;20049;4710;13780;6675;41554;9374;6684;7748;22480;12979;9236;7784;8454;7992;29491;11386;12315;46814;17030;26838;9248;19041;8055;10095;10426;9817;10316;13675;12459;15302;9876;13866;21172;11661;11009;32043;41702;10181;10995;14146;10597;15004;13453;14875;40954;11772;10680;14403;12296;12505;18682;17291;20099;12651;13406;18684;12600;14361;12595;14756;18428;22556;14460;19621;17786;18002;14173;14458;26659;19759;20712;18482;16436;19360;16948;20256;15637;22697;26834;22104;44178;35655;25665;23498;20437;24078;27012;22993;54514;23993;19424;25639;24845;24042;25786;30481;26743;27168;24386;29610;27291;27991;27174;28058;30631;30833;52076;39595;30308;34001;52358;47172;17275;12420;20336;35854;23292;23588;25808;24858;50829
